AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,69,31.54,28.95,16.39,3.01,149.92,40.99,High,15,81,20,66,163,4,Partial Shade,Clay,6.5,Moderate,Indoor,Medium,Medium,Regular,Shade,Peepal
Urban,90,30.43,49.41,4.84,3.87,116.85,31.24,High,28,80,39,66,157,1,Partial Shade,Loamy,6.7,Moderate,Indoor,Medium,Low,Rare,Air Purification,Karanj
Urban,60,20.09,38.55,6.56,4.18,133.22,38.82,High,5,78,34,48,0,2,Full Sun,Loamy,7.0,Moderate,Outdoor,Large,Medium,Regular,Shade,Arjun
Urban,60,20.21,21.53,6.0,3.5,118.82,39.12,Low,75,20,36,74,272,3,Full Sun,Sandy,6.5,Good,Balcony,Medium,Medium,Regular,Shade,Jamun
Urban,76,27.78,23.95,11.68,1.6,134.72,27.87,High,35,100,35,68,156,6,Full Sun,Sandy,5.7,Good,Indoor,Small,Medium,Regular,Edible,Neem
Residential,48,24.36,23.38,2.0,0.5,117.9,19.74,Low,56,58,32,52,89,3,Partial Shade,Clay,7.1,Moderate,Indoor,Medium,Medium,Frequent,Decoration,Mango
Residential,68,29.99,23.44,10.79,2.37,119.08,32.6,Low,51,29,31,29,0,1,Partial Shade,Loamy,6.2,Moderate,Balcony,Small,Low,Rare,Edible,Peepal
Urban,86,30.45,29.9,3.97,1.47,139.47,45.02,Medium,49,49,25,47,0,0,Full Shade,Loamy,7.0,Moderate,Indoor,Medium,Low,Regular,Decoration,Neem
Rural,62,29.01,21.71,10.57,2.52,114.62,28.73,Low,73,30,34,43,74,3,Full Shade,Sandy,5.8,Good,Indoor,Medium,Medium,Regular,Decoration,Karanj
Residential,90,33.75,50.17,14.72,4.19,155.26,55.68,Low,45,39,33,72,169,12,Partial Shade,Clay,6.7,Poor,Outdoor,Small,High,Regular,Decoration,Mango
Residential,51,23.98,30.62,2.06,2.84,121.44,26.4,High,5,87,37,35,101,5,Full Sun,Sandy,5.8,Moderate,Balcony,Small,Low,Regular,Shade,Mango
Residential,147,44.34,85.4,13.76,4.56,194.11,71.02,Low,52,34,31,95,371,8,Partial Shade,Sandy,6.1,Good,Balcony,Large,Low,Rare,Edible,Arjun
Urban,62,32.89,24.9,12.34,3.3,107.04,23.48,High,8,88,21,60,245,2,Partial Shade,Loamy,7.3,Good,Balcony,Large,Medium,Regular,Decoration,Mango
Urban,89,32.69,52.02,15.58,5.59,120.3,56.05,High,15,73,30,56,178,10,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Rare,Air Purification,Banyan
Residential,59,8.0,32.73,2.0,3.2,114.13,42.4,Medium,49,54,37,95,281,9,Partial Shade,Sandy,5.8,Good,Outdoor,Medium,Low,Rare,Shade,Banyan
Residential,117,50.57,48.69,14.04,4.89,157.0,43.75,High,41,78,30,67,62,5,Partial Shade,Clay,7.0,Poor,Indoor,Medium,High,Regular,Shade,Ashoka
Residential,113,39.32,50.29,14.78,3.41,129.88,54.81,High,11,48,30,35,82,5,Partial Shade,Sandy,7.1,Good,Balcony,Small,High,Regular,Decoration,Karanj
Urban,80,26.03,33.11,9.16,3.48,128.19,47.43,High,13,76,29,95,333,6,Full Shade,Sandy,6.5,Moderate,Indoor,Medium,High,Regular,Air Purification,Guava
Rural,62,18.83,32.11,13.32,4.98,114.35,48.16,Low,92,26,26,48,42,9,Full Sun,Sandy,6.7,Good,Outdoor,Large,Low,Regular,Edible,Peepal
Urban,96,36.32,52.21,8.45,3.63,160.09,38.16,Low,99,41,22,60,104,5,Partial Shade,Sandy,6.4,Good,Balcony,Small,Low,Rare,Air Purification,Peepal
Residential,63,17.46,27.51,6.01,2.25,113.89,50.01,Medium,52,52,34,41,67,7,Full Sun,Sandy,6.2,Moderate,Balcony,Medium,Low,Rare,Air Purification,Banyan
Urban,108,34.18,56.15,9.08,5.91,138.48,50.85,High,18,88,23,74,38,3,Partial Shade,Loamy,6.4,Good,Indoor,Medium,Medium,Regular,Edible,Gulmohar
Rural,95,30.03,54.07,11.53,3.46,163.04,64.21,Medium,40,67,26,64,303,13,Full Sun,Loamy,7.7,Good,Outdoor,Medium,Medium,Regular,Edible,Jamun
Rural,91,30.28,54.17,9.12,4.48,103.42,58.58,Low,87,35,31,40,84,7,Full Sun,Sandy,5.8,Good,Outdoor,Medium,Low,Regular,Shade,Karanj
Residential,20,8.0,15.0,7.29,1.78,70.0,8.0,Medium,30,67,24,53,169,9,Full Sun,Loamy,6.3,Poor,Balcony,Large,Medium,Rare,Shade,Mango
Residential,50,23.62,24.61,5.11,3.14,97.05,38.66,Low,78,57,21,61,148,10,Partial Shade,Clay,7.7,Moderate,Balcony,Small,High,Rare,Decoration,Mango
Urban,107,38.94,54.62,10.97,5.33,150.21,50.93,High,37,97,29,32,0,4,Partial Shade,Sandy,6.5,Good,Indoor,Small,High,Regular,Edible,Peepal
Urban,104,38.68,38.99,12.37,5.9,148.47,57.64,High,5,73,28,39,36,5,Full Shade,Clay,6.6,Good,Balcony,Small,Medium,Rare,Edible,Jamun
Rural,104,39.98,37.2,8.25,5.58,137.77,55.29,Low,87,15,28,58,170,13,Partial Shade,Clay,7.2,Moderate,Outdoor,Medium,Medium,Frequent,Shade,Ashoka
Residential,44,15.96,22.27,10.24,4.38,112.74,34.25,High,15,84,35,66,248,12,Full Sun,Loamy,6.9,Good,Outdoor,Medium,Low,Rare,Air Purification,Ashoka
Rural,80,22.28,34.3,12.16,2.9,126.18,48.63,High,34,88,31,70,202,13,Partial Shade,Sandy,6.2,Poor,Outdoor,Large,Medium,Frequent,Edible,Guava
Rural,112,49.79,49.66,14.91,2.43,135.4,46.83,Low,66,34,28,69,51,7,Full Shade,Loamy,6.7,Poor,Balcony,Small,Medium,Frequent,Air Purification,Neem
Residential,55,25.72,23.33,3.08,2.29,112.57,22.69,Medium,62,73,27,50,52,10,Partial Shade,Clay,7.2,Moderate,Indoor,Small,High,Regular,Edible,Peepal
Rural,91,41.71,59.5,16.59,7.92,125.9,51.55,Low,85,29,25,64,119,14,Full Sun,Loamy,6.2,Poor,Outdoor,Large,High,Regular,Edible,Peepal
Urban,95,39.56,40.21,3.36,3.58,126.64,50.49,Medium,26,56,32,55,117,1,Partial Shade,Clay,6.6,Poor,Indoor,Medium,High,Regular,Air Purification,Karanj
Rural,73,23.33,39.35,11.75,0.5,121.24,49.75,Low,67,26,31,73,138,13,Full Shade,Sandy,6.3,Good,Outdoor,Medium,Medium,Regular,Edible,Ashoka
Residential,33,8.0,22.01,5.75,5.86,113.73,32.64,Low,51,37,25,70,234,4,Partial Shade,Clay,7.5,Moderate,Balcony,Medium,High,Regular,Decoration,Guava
Urban,78,20.37,23.25,11.91,3.52,88.44,39.75,Medium,83,60,34,66,56,0,Partial Shade,Loamy,7.4,Good,Indoor,Medium,Medium,Regular,Decoration,Arjun
Urban,84,33.54,51.01,8.92,2.16,103.52,47.11,Low,49,35,31,27,165,11,Full Sun,Loamy,6.0,Good,Outdoor,Large,Medium,Regular,Shade,Peepal
Urban,82,28.45,43.45,9.94,1.6,114.71,53.81,Medium,30,66,21,34,77,9,Partial Shade,Loamy,5.8,Moderate,Balcony,Large,High,Regular,Decoration,Arjun
Urban,73,23.57,35.92,11.59,3.3,152.42,42.73,Low,52,41,42,39,42,3,Partial Shade,Loamy,7.3,Good,Outdoor,Small,Medium,Regular,Edible,Arjun
Urban,78,12.77,45.22,9.24,4.37,107.04,28.37,High,5,91,37,52,142,9,Partial Shade,Clay,7.3,Moderate,Outdoor,Medium,Medium,Frequent,Shade,Banyan
Rural,73,26.01,34.28,9.65,4.11,140.93,51.43,High,21,77,33,79,283,17,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Frequent,Air Purification,Guava
Rural,89,24.88,48.44,11.22,4.92,153.02,39.1,Medium,45,49,35,49,239,7,Partial Shade,Loamy,7.0,Poor,Outdoor,Large,Medium,Frequent,Shade,Ashoka
Urban,81,24.38,23.01,18.29,1.09,149.94,39.75,High,11,76,22,42,241,5,Full Sun,Loamy,6.7,Moderate,Balcony,Large,Low,Regular,Air Purification,Banyan
Residential,68,29.54,39.1,2.0,1.18,101.01,32.45,High,26,72,33,67,144,0,Partial Shade,Loamy,6.4,Moderate,Indoor,Large,Medium,Rare,Edible,Jamun
Urban,88,24.87,42.43,15.33,3.53,138.09,47.52,High,32,76,35,51,109,12,Partial Shade,Sandy,6.3,Poor,Outdoor,Large,High,Frequent,Air Purification,Arjun
Urban,45,11.25,24.49,8.09,3.95,108.2,29.68,High,5,88,29,48,0,0,Full Shade,Sandy,6.4,Good,Indoor,Medium,Medium,Frequent,Decoration,Banyan
Rural,102,36.77,40.1,12.72,3.31,156.81,55.22,High,25,63,23,61,242,16,Partial Shade,Loamy,7.2,Good,Outdoor,Small,High,Frequent,Edible,Peepal
Residential,88,36.27,39.21,5.06,0.5,187.54,52.38,Medium,73,50,24,39,39,5,Partial Shade,Loamy,7.0,Moderate,Balcony,Small,Medium,Regular,Shade,Karanj
Urban,86,27.96,38.14,14.58,4.76,169.02,34.35,Medium,56,74,36,34,0,12,Partial Shade,Sandy,6.5,Moderate,Outdoor,Medium,Medium,Regular,Shade,Arjun
Residential,107,46.11,39.83,7.32,0.5,175.75,36.84,Low,100,38,25,95,296,3,Full Sun,Sandy,5.6,Good,Balcony,Medium,Medium,Rare,Shade,Arjun
Rural,31,8.0,19.89,10.91,1.08,95.46,23.64,Low,36,28,24,73,217,14,Full Sun,Sandy,6.4,Good,Balcony,Large,Medium,Rare,Air Purification,Guava
Residential,42,8.0,34.23,3.83,3.34,107.31,37.88,Medium,28,39,30,95,267,8,Partial Shade,Loamy,6.8,Good,Balcony,Medium,Medium,Rare,Air Purification,Arjun
Residential,94,23.78,32.11,16.57,4.85,162.41,50.6,High,5,74,22,71,234,9,Partial Shade,Sandy,5.6,Poor,Outdoor,Large,Medium,Regular,Air Purification,Banyan
Urban,91,22.12,46.14,7.58,1.14,171.87,52.33,High,5,88,28,79,171,0,Partial Shade,Sandy,6.1,Good,Indoor,Small,Medium,Rare,Shade,Peepal
Rural,77,29.43,32.98,5.42,4.56,112.64,33.96,Low,60,10,25,62,95,4,Full Shade,Loamy,6.7,Good,Indoor,Large,Medium,Regular,Edible,Guava
Urban,63,16.92,26.17,7.5,4.85,135.03,29.52,Medium,30,60,31,52,116,8,Partial Shade,Sandy,6.7,Good,Balcony,Medium,Medium,Regular,Air Purification,Guava
Residential,86,21.92,40.72,6.99,4.47,140.45,50.64,Medium,61,62,27,79,187,6,Partial Shade,Loamy,6.5,Good,Indoor,Small,Low,Frequent,Air Purification,Mango
Rural,100,37.28,46.72,10.27,3.54,167.94,41.94,Low,65,32,22,75,400,9,Full Sun,Loamy,6.7,Poor,Balcony,Small,Low,Rare,Shade,Ashoka
Urban,86,35.32,41.6,16.7,4.18,137.36,47.73,High,7,81,25,84,282,2,Partial Shade,Clay,7.0,Poor,Indoor,Large,Medium,Regular,Edible,Gulmohar
Residential,84,36.03,30.23,7.56,2.32,125.91,33.68,Low,100,38,38,63,278,3,Full Sun,Sandy,6.6,Good,Indoor,Small,Medium,Regular,Decoration,Neem
Urban,42,21.11,30.36,6.69,3.78,86.32,29.85,High,22,65,29,73,212,13,Full Sun,Loamy,6.4,Moderate,Outdoor,Large,High,Frequent,Decoration,Karanj
Rural,92,26.85,43.29,16.86,5.94,143.8,42.25,Low,60,43,24,47,48,13,Full Sun,Loamy,6.7,Good,Outdoor,Medium,Medium,Regular,Edible,Gulmohar
Rural,115,41.61,57.05,13.52,3.71,173.07,58.94,Low,51,16,28,63,130,16,Full Sun,Clay,7.1,Good,Outdoor,Medium,Low,Rare,Decoration,Karanj
Urban,103,38.97,56.98,15.99,5.16,144.72,39.32,Medium,60,67,32,30,33,14,Full Sun,Clay,7.2,Moderate,Outdoor,Medium,High,Frequent,Decoration,Karanj
Residential,72,22.91,18.87,10.92,4.59,96.5,47.37,Medium,32,64,30,75,232,0,Partial Shade,Sandy,7.0,Good,Indoor,Small,Low,Regular,Shade,Peepal
Urban,86,31.37,45.16,13.95,3.14,148.15,46.25,High,28,80,24,77,162,3,Full Sun,Loamy,6.8,Good,Indoor,Large,Medium,Rare,Shade,Mango
Rural,108,30.13,48.05,11.66,0.7,155.0,58.56,Low,29,33,23,74,282,11,Full Shade,Sandy,6.3,Good,Outdoor,Large,Medium,Regular,Air Purification,Neem
Residential,123,38.82,63.81,15.61,4.81,133.88,51.89,Low,64,48,27,72,180,8,Partial Shade,Loamy,6.6,Poor,Outdoor,Large,Low,Rare,Air Purification,Karanj
Residential,72,27.99,27.83,15.92,0.5,94.04,46.68,High,5,69,29,76,138,0,Full Shade,Clay,6.3,Good,Indoor,Medium,Low,Regular,Air Purification,Peepal
Residential,84,38.77,46.76,8.45,5.84,139.43,40.83,Medium,38,48,22,50,0,6,Full Sun,Sandy,6.4,Moderate,Outdoor,Large,Medium,Frequent,Air Purification,Karanj
Urban,88,37.95,32.52,11.8,4.44,149.91,56.12,High,52,72,40,57,47,6,Partial Shade,Clay,6.6,Good,Balcony,Medium,Low,Rare,Edible,Mango
Residential,81,32.7,41.24,6.79,2.94,151.55,32.47,Medium,67,41,27,54,163,0,Full Sun,Clay,6.4,Poor,Balcony,Large,Low,Regular,Edible,Ashoka
Urban,67,24.59,34.41,12.39,4.33,108.9,28.11,High,5,83,30,49,54,8,Full Sun,Sandy,6.3,Good,Outdoor,Medium,Medium,Regular,Air Purification,Peepal
Urban,83,28.94,37.62,3.0,1.61,121.88,44.0,High,48,95,22,68,0,12,Full Sun,Loamy,6.7,Good,Balcony,Medium,High,Frequent,Air Purification,Guava
Rural,90,23.01,33.54,9.12,5.31,150.0,47.84,Low,90,60,26,62,160,12,Partial Shade,Loamy,6.3,Good,Outdoor,Large,Low,Regular,Air Purification,Jamun
Residential,77,22.4,33.39,13.16,3.54,112.31,43.92,High,32,83,26,52,184,12,Partial Shade,Loamy,6.3,Moderate,Balcony,Large,Low,Regular,Shade,Gulmohar
Rural,92,27.54,50.02,9.88,4.01,127.15,51.57,Low,81,30,25,76,183,6,Partial Shade,Sandy,6.1,Good,Indoor,Small,Low,Rare,Decoration,Banyan
Urban,68,27.89,44.46,2.0,2.29,122.62,29.9,Medium,30,86,35,66,68,0,Full Sun,Sandy,6.0,Poor,Indoor,Large,Low,Frequent,Decoration,Guava
Residential,108,43.31,64.99,8.84,3.66,162.06,64.65,Low,93,23,33,50,0,6,Full Shade,Loamy,6.7,Good,Indoor,Medium,Low,Rare,Edible,Gulmohar
Rural,56,24.9,31.73,4.51,3.38,117.61,35.21,Low,64,11,24,47,48,12,Partial Shade,Sandy,6.6,Poor,Outdoor,Medium,Low,Rare,Edible,Gulmohar
Residential,76,34.18,37.93,15.34,1.76,128.78,47.59,Medium,68,50,22,66,243,6,Full Shade,Clay,7.3,Moderate,Indoor,Medium,High,Regular,Air Purification,Karanj
Urban,92,32.79,46.23,13.64,1.72,123.93,47.92,Low,55,34,30,42,49,2,Partial Shade,Sandy,6.1,Good,Balcony,Medium,Medium,Rare,Decoration,Peepal
Residential,111,32.73,66.05,15.76,5.77,153.56,60.28,Medium,82,49,29,66,234,9,Partial Shade,Clay,7.0,Moderate,Balcony,Medium,Medium,Regular,Air Purification,Peepal
Rural,47,17.21,27.9,2.0,3.02,100.63,58.52,Low,64,20,32,58,243,13,Full Sun,Sandy,7.1,Moderate,Outdoor,Large,Low,Rare,Decoration,Ashoka
Residential,43,11.84,22.76,6.09,0.66,118.2,24.66,Low,60,50,39,77,117,1,Partial Shade,Loamy,7.0,Poor,Indoor,Large,Medium,Regular,Air Purification,Mango
Rural,27,14.86,15.0,10.85,1.78,92.6,27.25,Low,61,42,32,40,70,17,Full Sun,Clay,7.0,Moderate,Outdoor,Medium,Medium,Regular,Shade,Mango
Residential,92,30.21,41.36,14.06,3.64,144.98,46.12,Low,52,29,39,66,98,6,Full Sun,Sandy,5.5,Good,Indoor,Medium,Medium,Frequent,Edible,Peepal
Residential,55,19.56,30.19,5.12,1.38,118.49,44.66,Medium,69,68,24,46,30,8,Full Sun,Clay,6.8,Moderate,Balcony,Medium,Medium,Frequent,Decoration,Ashoka
Residential,67,28.27,26.13,11.37,3.14,141.46,44.25,Low,61,37,33,70,164,4,Full Sun,Loamy,6.4,Good,Indoor,Small,Medium,Regular,Decoration,Gulmohar
Rural,94,28.57,38.47,5.52,3.58,120.63,55.23,Low,72,34,29,71,275,13,Full Sun,Loamy,7.4,Moderate,Outdoor,Large,Medium,Regular,Shade,Ashoka
Residential,65,29.23,30.79,4.62,4.11,116.97,35.81,High,34,71,32,45,90,4,Full Sun,Sandy,6.9,Good,Balcony,Small,Medium,Regular,Air Purification,Ashoka
Residential,95,25.26,40.28,3.21,4.28,115.64,53.72,Medium,56,67,29,79,306,9,Partial Shade,Clay,7.0,Poor,Balcony,Small,High,Regular,Decoration,Neem
Urban,69,26.61,37.75,7.96,2.07,120.47,33.85,Low,76,33,27,56,63,7,Full Shade,Loamy,6.6,Good,Indoor,Small,Medium,Regular,Air Purification,Gulmohar
Urban,94,32.47,48.87,13.19,2.78,135.34,44.2,High,10,89,29,53,0,2,Full Sun,Loamy,6.9,Moderate,Indoor,Small,Low,Rare,Edible,Ashoka
Rural,98,39.3,47.26,7.16,4.4,172.14,57.17,Medium,27,72,24,53,82,7,Full Sun,Sandy,6.4,Good,Outdoor,Small,Medium,Regular,Air Purification,Banyan
Rural,60,13.55,33.12,7.23,0.5,132.55,43.71,Low,60,20,28,76,213,6,Partial Shade,Loamy,6.1,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Gulmohar
Residential,70,15.92,34.34,5.14,1.21,158.12,47.65,Low,57,17,26,63,123,11,Full Sun,Clay,6.6,Moderate,Outdoor,Large,Medium,Regular,Shade,Guava
Rural,102,40.16,16.5,9.01,3.58,146.77,44.59,High,23,86,33,78,217,6,Full Sun,Loamy,6.7,Good,Balcony,Small,Medium,Regular,Edible,Ashoka
Residential,94,30.67,36.47,6.47,3.42,148.73,53.23,Medium,50,48,37,73,178,9,Partial Shade,Clay,7.5,Moderate,Outdoor,Medium,Medium,Frequent,Shade,Arjun
Residential,58,20.6,34.02,12.38,4.03,109.09,29.63,High,5,81,30,53,132,14,Full Shade,Loamy,6.2,Poor,Balcony,Small,Medium,Regular,Edible,Karanj
Urban,103,32.03,40.55,8.7,1.77,176.54,51.36,High,7,85,26,81,215,0,Full Shade,Clay,6.8,Poor,Indoor,Small,Medium,Regular,Shade,Karanj
Rural,68,29.92,39.4,7.32,2.17,119.09,45.46,Low,67,28,34,45,154,15,Full Sun,Loamy,7.0,Moderate,Outdoor,Large,Low,Regular,Air Purification,Peepal
Rural,107,39.11,56.23,9.72,4.0,139.44,54.72,Low,60,10,37,52,282,17,Full Sun,Loamy,6.6,Good,Outdoor,Large,Low,Rare,Air Purification,Gulmohar
Residential,98,35.78,43.04,12.28,3.26,117.5,57.81,Low,60,13,33,61,219,0,Partial Shade,Loamy,6.6,Good,Balcony,Small,Medium,Rare,Decoration,Gulmohar
Rural,98,27.32,40.44,20.98,2.62,170.79,38.5,Low,54,32,20,65,56,6,Partial Shade,Loamy,6.6,Good,Outdoor,Large,High,Regular,Air Purification,Peepal
Urban,77,30.42,36.42,20.27,2.16,134.09,39.6,Medium,56,82,30,40,63,5,Full Sun,Loamy,6.4,Moderate,Balcony,Medium,Medium,Rare,Decoration,Guava
Rural,71,19.48,33.47,7.71,3.31,125.95,31.55,Medium,90,42,16,42,119,19,Partial Shade,Clay,7.6,Poor,Outdoor,Medium,Medium,Rare,Shade,Gulmohar
Rural,106,33.03,53.54,13.41,3.57,183.45,49.16,Low,49,43,29,41,32,12,Partial Shade,Clay,6.2,Moderate,Outdoor,Small,High,Regular,Edible,Peepal
Residential,80,20.21,18.87,13.25,2.63,133.69,43.48,Medium,9,75,23,64,161,0,Partial Shade,Loamy,6.5,Moderate,Balcony,Small,Medium,Regular,Decoration,Karanj
Rural,93,31.75,37.19,15.59,1.82,116.69,47.99,Low,60,30,29,71,107,8,Full Sun,Loamy,7.0,Moderate,Balcony,Medium,Low,Rare,Decoration,Banyan
Residential,105,43.04,40.0,14.2,7.38,132.24,57.7,Medium,51,42,25,73,136,10,Partial Shade,Loamy,7.2,Poor,Outdoor,Large,Medium,Regular,Decoration,Arjun
Residential,79,29.43,17.03,13.74,3.39,140.97,49.84,Medium,66,77,33,81,335,2,Full Sun,Clay,6.9,Moderate,Indoor,Large,Medium,Rare,Air Purification,Peepal
Urban,66,21.13,27.76,9.79,5.15,130.59,35.61,High,12,91,26,45,0,6,Partial Shade,Clay,7.2,Good,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Residential,49,18.82,15.0,4.1,1.85,141.81,36.86,Medium,92,58,35,46,32,13,Full Sun,Sandy,6.3,Good,Balcony,Medium,Low,Regular,Edible,Gulmohar
Rural,65,24.07,28.2,12.45,2.93,118.25,50.47,Medium,41,39,22,54,230,17,Full Sun,Clay,7.7,Poor,Outdoor,Large,Low,Rare,Decoration,Karanj
Urban,37,14.61,15.64,6.09,2.67,124.55,41.12,Medium,57,59,29,30,0,6,Full Sun,Loamy,6.8,Good,Balcony,Medium,Medium,Rare,Air Purification,Jamun
Residential,102,36.72,50.47,12.73,3.68,132.39,50.87,Medium,9,50,26,68,225,0,Full Sun,Loamy,5.5,Good,Indoor,Small,Medium,Regular,Edible,Arjun
Urban,128,38.0,55.76,8.31,4.82,164.14,62.92,Low,48,36,35,36,21,8,Full Sun,Sandy,6.2,Good,Outdoor,Medium,Low,Rare,Edible,Karanj
Residential,109,38.61,36.25,8.94,4.43,139.74,52.67,High,20,57,27,66,130,2,Full Sun,Sandy,5.4,Good,Balcony,Small,Medium,Regular,Air Purification,Jamun
Residential,40,8.0,23.57,4.27,1.68,97.91,14.63,Low,67,26,24,45,0,7,Partial Shade,Clay,6.9,Poor,Outdoor,Medium,Medium,Rare,Shade,Gulmohar
Urban,105,40.1,67.46,13.77,3.8,177.49,42.76,High,9,100,34,38,0,3,Full Sun,Loamy,6.7,Moderate,Balcony,Small,Low,Frequent,Decoration,Neem
Urban,117,33.99,61.74,19.92,5.86,164.11,51.91,High,15,73,35,25,0,20,Full Sun,Sandy,6.4,Moderate,Outdoor,Medium,Medium,Frequent,Edible,Arjun
Urban,65,30.52,36.73,11.18,1.3,100.87,35.74,High,11,84,23,70,152,3,Partial Shade,Sandy,6.4,Good,Outdoor,Small,Medium,Regular,Edible,Gulmohar
Urban,91,17.36,40.66,9.67,6.15,153.94,44.4,Medium,65,61,27,82,209,0,Full Shade,Sandy,6.2,Good,Balcony,Large,Medium,Frequent,Decoration,Karanj
Urban,31,22.28,15.0,2.0,2.61,83.32,22.75,Low,92,52,26,60,283,17,Full Sun,Sandy,6.7,Good,Outdoor,Large,Low,Regular,Shade,Gulmohar
Rural,85,20.21,35.22,14.85,2.92,148.57,44.9,Low,71,40,29,59,200,4,Partial Shade,Loamy,6.5,Moderate,Indoor,Medium,Medium,Regular,Decoration,Ashoka
Residential,52,11.96,27.77,8.16,3.73,103.98,32.98,Medium,60,64,36,60,168,14,Partial Shade,Loamy,6.6,Moderate,Outdoor,Small,Low,Regular,Edible,Gulmohar
Residential,78,29.53,27.67,2.0,4.41,128.59,37.92,Medium,22,48,30,62,241,14,Partial Shade,Sandy,6.6,Poor,Outdoor,Medium,Medium,Regular,Edible,Guava
Urban,37,17.92,21.3,9.71,2.41,127.83,25.39,High,5,100,29,54,266,0,Partial Shade,Loamy,6.5,Poor,Indoor,Medium,Low,Regular,Decoration,Mango
Urban,91,30.33,36.91,11.89,3.38,123.71,42.36,High,21,89,31,62,203,6,Full Shade,Loamy,7.9,Good,Indoor,Small,Medium,Rare,Shade,Ashoka
Urban,111,43.99,36.9,3.6,1.7,169.13,61.4,Medium,41,57,26,94,321,0,Full Sun,Sandy,5.8,Good,Indoor,Small,Medium,Frequent,Edible,Karanj
Residential,58,16.36,22.94,9.92,1.51,124.23,40.27,Medium,50,52,21,76,193,6,Partial Shade,Loamy,6.4,Moderate,Balcony,Medium,Medium,Regular,Shade,Gulmohar
Rural,60,19.4,39.21,7.95,2.73,132.17,34.22,High,11,47,42,47,179,16,Full Sun,Sandy,7.0,Good,Outdoor,Medium,Medium,Regular,Edible,Arjun
Urban,30,10.09,17.71,2.0,2.45,70.0,32.8,High,30,75,31,51,79,7,Full Sun,Loamy,6.5,Good,Balcony,Small,Medium,Regular,Shade,Jamun
Rural,83,26.16,15.0,17.83,3.42,142.07,41.31,Low,31,48,27,48,250,14,Full Sun,Sandy,6.2,Good,Outdoor,Large,Low,Rare,Edible,Karanj
Urban,67,12.5,26.75,9.99,3.46,111.19,37.81,Medium,20,55,30,47,156,9,Full Sun,Loamy,6.9,Good,Outdoor,Medium,High,Regular,Shade,Ashoka
Rural,37,14.06,26.77,3.6,1.57,89.9,27.9,Low,31,34,26,62,230,20,Partial Shade,Loamy,6.3,Moderate,Outdoor,Medium,Medium,Regular,Shade,Mango
Urban,83,28.7,36.47,6.54,4.28,127.03,52.57,High,21,71,37,76,131,18,Partial Shade,Loamy,6.9,Moderate,Outdoor,Large,High,Frequent,Edible,Guava
Rural,66,30.25,35.91,7.38,6.06,109.27,41.01,High,24,59,29,66,262,14,Partial Shade,Clay,6.2,Poor,Outdoor,Large,Medium,Frequent,Decoration,Gulmohar
Residential,64,15.4,27.72,7.33,3.0,144.72,35.62,Medium,10,63,31,77,247,0,Partial Shade,Sandy,6.4,Good,Indoor,Medium,High,Frequent,Edible,Banyan
Residential,65,19.61,32.77,10.36,2.59,136.0,48.21,Low,90,21,31,29,11,17,Partial Shade,Sandy,5.8,Good,Outdoor,Large,Low,Rare,Edible,Jamun
Urban,112,46.18,51.32,11.32,4.18,137.29,52.56,Low,78,22,27,82,132,0,Full Shade,Sandy,5.8,Good,Indoor,Small,Low,Regular,Decoration,Karanj
Residential,89,33.13,36.21,8.55,4.72,135.46,39.06,Medium,84,68,21,46,0,6,Partial Shade,Sandy,6.8,Poor,Balcony,Medium,Medium,Regular,Air Purification,Gulmohar
Rural,69,28.07,37.55,9.04,2.85,119.09,35.33,Medium,62,49,32,64,300,10,Full Sun,Loamy,6.1,Moderate,Outdoor,Medium,Medium,Frequent,Air Purification,Mango
Urban,102,38.38,59.09,9.63,5.09,177.21,39.57,High,39,69,32,55,45,10,Full Shade,Loamy,7.1,Good,Balcony,Medium,Low,Rare,Edible,Karanj
Urban,54,22.57,29.76,6.59,3.83,86.23,30.32,Medium,48,53,34,67,85,0,Partial Shade,Sandy,6.1,Good,Indoor,Medium,Low,Regular,Edible,Ashoka
Urban,74,37.35,35.91,14.38,5.74,113.56,38.58,High,45,92,28,56,24,5,Partial Shade,Clay,7.2,Poor,Indoor,Small,Medium,Frequent,Air Purification,Guava
Residential,92,32.91,35.89,8.54,4.29,129.58,39.57,Medium,49,44,25,51,0,1,Partial Shade,Loamy,6.3,Moderate,Indoor,Small,Medium,Frequent,Air Purification,Karanj
Urban,63,16.72,37.97,7.16,2.89,80.04,33.03,High,5,85,26,40,0,2,Partial Shade,Loamy,6.8,Good,Indoor,Small,Medium,Regular,Air Purification,Guava
Residential,97,37.84,40.65,7.68,4.27,112.55,41.7,Low,100,39,34,63,160,2,Partial Shade,Clay,7.0,Poor,Indoor,Medium,Low,Regular,Shade,Banyan
Rural,54,16.42,31.17,11.28,2.46,111.26,41.82,Medium,31,60,22,51,284,17,Full Sun,Clay,6.5,Moderate,Outdoor,Medium,Low,Frequent,Air Purification,Mango
